               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.13358,             0.16639,                   0,               0.005,            0.016129,           0.0025538,          0.00042291,             0.13368,             0.15342,                   0,                 0.1,                   0,                   0
                   1,             0.12955,             0.15316,                   0,           0.0044444,            0.010753,           0.0023313,          0.00057251,             0.13315,              0.1625,                   0,              0.0991,          9.9802e-05,          9.9802e-05
                   2,             0.12984,             0.11614,                   0,           0.0055556,            0.013441,           0.0029114,          0.00068956,             0.13262,             0.16411,                   0,            0.098199,          0.00019921,          0.00019921
                   3,             0.13151,             0.13786,                   0,           0.0055556,            0.013441,           0.0029163,          0.00081017,             0.13218,             0.16555,                   0,            0.097298,          0.00029822,          0.00029822
                   4,             0.13182,             0.14454,                   0,           0.0044444,            0.010753,           0.0023088,          0.00075712,             0.13169,             0.16668,                   0,            0.096397,          0.00039683,          0.00039683
                   5,             0.13279,             0.16031,                   0,           0.0044444,            0.010753,           0.0023879,          0.00041256,             0.13058,             0.16932,                   0,            0.095495,          0.00049505,          0.00049505
                   6,             0.13141,             0.13705,                   0,           0.0055556,            0.013441,           0.0029396,          0.00064703,             0.13167,             0.16604,                   0,            0.094593,          0.00059287,          0.00059287
                   7,               0.132,             0.13838,                   0,           0.0077778,            0.018817,           0.0040738,          0.00097877,             0.13109,             0.16678,                   0,             0.09369,           0.0006903,           0.0006903
                   8,             0.12851,             0.13835,                   0,           0.0055556,            0.013441,           0.0028545,          0.00084821,             0.13022,             0.16973,                   0,            0.092787,          0.00078733,          0.00078733
                   9,             0.12972,             0.13783,                   0,           0.0055556,            0.013441,           0.0028577,          0.00096758,             0.12923,             0.17312,                   0,            0.091884,          0.00088396,          0.00088396
                  10,             0.13295,             0.15186,                   0,           0.0055556,            0.013441,           0.0028832,          0.00079941,              0.1296,             0.16621,                   0,             0.09098,           0.0009802,           0.0009802
                  11,             0.12868,             0.14174,                   0,           0.0066667,            0.016129,           0.0035482,          0.00067022,              0.1318,             0.14155,                   0,            0.090076,            0.001076,            0.001076
                  12,             0.13005,              0.1447,                   0,           0.0041667,            0.013441,           0.0022491,          0.00061638,             0.13266,             0.13083,                   0,            0.089171,           0.0011715,           0.0011715
                  13,             0.13287,             0.15979,                   0,           0.0041667,            0.013441,           0.0021615,           0.0005193,             0.13228,             0.13181,                   0,            0.088267,           0.0012665,           0.0012665
                  14,             0.12639,             0.15005,                   0,               0.005,            0.016129,           0.0026086,          0.00056187,             0.13218,             0.13027,                   0,            0.087361,           0.0013612,           0.0013612
                  15,             0.12981,             0.17226,                   0,               0.005,            0.016129,           0.0027172,           0.0006159,             0.13282,             0.12512,                   0,            0.086455,           0.0014555,           0.0014555
                  16,             0.12855,             0.15126,                   0,               0.005,            0.016129,           0.0027681,          0.00072362,              0.1326,              0.1251,                   0,            0.085549,           0.0015493,           0.0015493
                  17,             0.12931,             0.14793,                   0,               0.005,            0.016129,           0.0027681,          0.00072362,              0.1326,              0.1251,                   0,            0.084643,           0.0016428,           0.0016428
                  18,             0.12371,             0.14909,                   0,           0.0066667,           0.0053763,           0.0037025,          0.00070551,             0.13252,             0.12424,                   0,            0.083736,           0.0017358,           0.0017358
                  19,             0.12701,             0.15949,                   0,               0.005,            0.016129,           0.0027344,          0.00050393,             0.13252,             0.12424,                   0,            0.082829,           0.0018285,           0.0018285
                  20,             0.12601,             0.14928,                   0,           0.0041667,            0.013441,           0.0023086,          0.00061641,              0.1325,             0.12249,                   0,            0.081921,           0.0019208,           0.0019208
                  21,             0.12637,             0.13618,                   0,           0.0041667,            0.013441,           0.0023086,          0.00061641,              0.1325,             0.12249,                   0,            0.081013,           0.0020127,           0.0020127
                  22,             0.12901,             0.16412,                   0,                   0,                   0,                   0,                   0,             0.13263,             0.12075,                   0,            0.080104,           0.0021042,           0.0021042
                  23,             0.12537,             0.15281,                   0,              0.0025,           0.0080645,            0.001318,          0.00021761,             0.13263,             0.12075,                   0,            0.079195,           0.0021953,           0.0021953
                  24,             0.12071,             0.13628,                   0,          0.00083333,           0.0026882,          0.00042587,          4.2587e-05,             0.13223,             0.12232,                   0,            0.078286,            0.002286,            0.002286
                  25,             0.11988,             0.11908,                   0,          0.00083333,           0.0026882,          0.00042587,          4.2587e-05,             0.13223,             0.12232,                   0,            0.077376,           0.0023762,           0.0023762
                  26,             0.12221,             0.15259,                   0,          0.00083333,           0.0026882,          0.00042602,          4.2602e-05,             0.13183,             0.12402,                   0,            0.076466,           0.0024662,           0.0024662
                  27,             0.12307,             0.15748,                   0,          0.00083333,           0.0026882,          0.00042602,          4.2602e-05,             0.13183,             0.12402,                   0,            0.075556,           0.0025557,           0.0025557
                  28,             0.12402,             0.14932,                   0,              0.0025,           0.0080645,           0.0012665,          0.00016865,             0.13104,             0.12794,                   0,            0.074645,           0.0026448,           0.0026448
                  29,             0.12324,             0.15609,                   0,           0.0016667,           0.0026882,          0.00084197,          0.00016839,             0.13104,             0.12794,                   0,            0.073733,           0.0027335,           0.0027335
                  30,             0.12553,             0.17939,                   0,            0.019337,           0.0026882,           0.0010378,          0.00010378,              0.1302,             0.13039,                   0,            0.072822,           0.0028218,           0.0028218
                  31,             0.12586,             0.15062,                   0,            0.019337,           0.0026882,           0.0010378,          0.00010378,              0.1302,             0.13039,                   0,             0.07191,           0.0029097,           0.0029097
                  32,             0.12313,             0.15393,                   0,           0.0053333,            0.021505,           0.0029164,          0.00055904,              0.1277,             0.14277,                   0,            0.070997,           0.0029972,           0.0029972
                  33,              0.1224,             0.16612,                   0,           0.0053333,            0.021505,           0.0029164,          0.00055904,              0.1277,             0.14277,                   0,            0.070084,           0.0030844,           0.0030844
                  34,             0.12098,             0.13308,                   0,           0.0073333,             0.02957,            0.003964,           0.0010638,             0.12638,             0.14778,                   0,            0.069171,           0.0031711,           0.0031711
                  35,             0.12267,             0.17684,                   0,              0.0075,            0.024194,           0.0040607,           0.0010619,             0.12638,             0.14778,                   0,            0.068257,           0.0032574,           0.0032574
                  36,             0.12031,             0.16028,                   0,            0.014444,            0.069892,           0.0087463,           0.0022626,             0.12395,             0.16073,                   0,            0.067343,           0.0033434,           0.0033434
                  37,             0.12377,              0.1651,                   0,            0.014444,            0.069892,           0.0087463,           0.0022626,             0.12395,             0.16073,                   0,            0.066429,           0.0034289,           0.0034289
                  38,             0.12096,             0.17126,                   0,            0.018889,            0.091398,             0.01103,           0.0033652,             0.12124,             0.17475,                   0,            0.065514,           0.0035141,           0.0035141
                  39,             0.12121,             0.17131,                   0,            0.018889,            0.091398,             0.01103,           0.0033652,             0.12124,             0.17475,                   0,            0.064599,           0.0035988,           0.0035988
                  40,             0.12272,             0.16545,                   0,            0.026667,             0.12903,             0.01616,           0.0049855,             0.11949,             0.18234,                   0,            0.063683,           0.0036832,           0.0036832
                  41,             0.12281,             0.15325,                   0,            0.026667,             0.12903,             0.01616,           0.0049855,             0.11949,             0.18234,                   0,            0.062767,           0.0037672,           0.0037672
                  42,             0.12194,             0.16908,                   0,            0.037422,            0.069892,            0.017119,           0.0049542,             0.11854,             0.18512,                   0,            0.061851,           0.0038507,           0.0038507
                  43,             0.11918,             0.16645,                   0,            0.037422,            0.069892,            0.017119,           0.0049542,             0.11854,             0.18512,                   0,            0.060934,           0.0039339,           0.0039339
                  44,              0.1242,             0.18141,                   0,            0.053623,            0.075269,            0.023621,           0.0069774,             0.11695,             0.18944,                   0,            0.060017,           0.0040167,           0.0040167
